,repo_id,repo_name,repo_git,repo_added,fork_count,stars_count,license,watchers_count,pull_requests_merged,pull_requests_open,wiki_enabled,committers_count,watchers_count,issues_count,last_updated,code_of_conduct_file,commit_count,issues_closed,open_issues
0,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1632,20645,Apache License 2.0,426,2566,35,false,210,426,2730,2023-03-07 14:39:34,,3972.0,2381,349
1,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1632,20647,Apache License 2.0,427,2566,35,false,210,427,2733,2023-03-07 18:08:29,,3972.0,2382,351
2,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1632,20648,Apache License 2.0,426,2566,35,false,210,426,2733,2023-03-08 00:10:36,,3972.0,2382,351
3,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1632,20656,Apache License 2.0,426,2576,33,false,210,426,2740,2023-03-08 13:54:59,,3981.0,2386,354
4,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1635,20668,Apache License 2.0,427,2579,37,false,210,427,2742,2023-03-10 12:01:23,,3984.0,2387,355
5,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1632,20741,Apache License 2.0,426,2608,33,false,210,426,2767,2023-03-21 01:42:41,,4037.0,2416,351
6,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1644,20950,Apache License 2.0,426,2663,42,false,211,426,2820,2023-04-18 20:52:16,,4093.0,2469,351
7,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1646,20998,Apache License 2.0,424,2678,37,false,211,424,2832,2023-04-25 23:06:16,,4107.0,2483,349
8,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1647,21021,Apache License 2.0,423,2684,36,false,212,423,2835,2023-04-29 08:53:40,,4113.0,2488,347
9,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1644,21046,Apache License 2.0,424,2690,36,false,214,424,2837,2023-05-03 01:51:19,,4119.0,2495,342
10,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1651,21103,Apache License 2.0,424,2706,38,false,215,424,2845,2023-05-11 03:42:11,,4140.0,2511,334
11,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1651,21116,Apache License 2.0,424,2707,45,false,215,424,2852,2023-05-15 11:20:24,,4140.0,2514,338
12,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1656,21145,Apache License 2.0,426,2725,37,false,219,426,2863,2023-05-19 15:21:46,,4157.0,2520,343
13,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1661,21239,Apache License 2.0,426,2737,39,false,222,426,2880,2023-05-25 15:20:43,,4160.0,2533,347
14,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1662,21262,Apache License 2.0,426,2743,38,false,222,426,2886,2023-05-30 11:26:00,,4173.0,2548,338
15,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1663,21289,Apache License 2.0,426,2751,38,false,222,426,2895,2023-06-03 17:18:20,,4178.0,2554,341
16,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1665,21318,Apache License 2.0,426,2761,41,false,222,426,2914,2023-06-08 15:16:02,,4183.0,2559,355
17,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1666,21342,Apache License 2.0,426,2775,44,false,222,426,2920,2023-06-12 19:37:32,,4219.0,2568,352
18,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1668,21366,Apache License 2.0,427,2777,49,false,222,427,2928,2023-06-15 07:59:30,,4221.0,2571,357
19,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1668,21386,Apache License 2.0,426,2789,44,false,222,426,2936,2023-06-17 23:09:39,,4228.0,2575,361
20,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1670,21407,Apache License 2.0,426,2808,40,false,223,426,2949,2023-06-21 07:43:40,,4235.0,2585,364
21,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1671,21412,Apache License 2.0,426,2814,40,false,223,426,2954,2023-06-23 15:15:58,,4237.0,2591,363
22,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1671,21422,Apache License 2.0,427,2814,41,false,223,427,2957,2023-06-26 17:05:32,,4237.0,2593,364
23,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1671,21440,Apache License 2.0,426,2822,41,false,224,426,2966,2023-06-28 14:20:30,,4244.0,2598,368
24,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1672,21501,Apache License 2.0,425,2833,41,false,225,425,2976,2023-07-07 06:02:38,,4255.0,2608,368
25,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1674,21508,Apache License 2.0,425,2837,37,false,225,425,2981,2023-07-09 21:49:05,,4259.0,2612,369
26,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1675,21514,Apache License 2.0,425,2838,42,false,226,425,2987,2023-07-11 01:20:52,,4260.0,2615,372
27,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1676,21516,Apache License 2.0,425,2843,39,false,226,425,2992,2023-07-11 13:54:56,,4288.0,2619,373
28,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1677,21523,Apache License 2.0,425,2848,38,false,226,425,2995,2023-07-13 02:36:11,,4293.0,2619,376
29,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1678,21529,Apache License 2.0,425,2851,37,false,226,425,2997,2023-07-13 20:10:04,,4296.0,2620,377
30,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1679,21535,Apache License 2.0,425,2852,43,false,227,425,3001,2023-07-15 07:20:01,,4297.0,2620,381
31,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1680,21537,Apache License 2.0,425,2852,44,false,227,425,3002,2023-07-16 08:16:43,,4297.0,2623,379
32,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1681,21543,Apache License 2.0,425,2854,42,false,227,425,3005,2023-07-17 09:30:21,,4299.0,2626,379
33,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1682,21556,Apache License 2.0,425,2863,38,false,228,425,3009,2023-07-18 15:38:05,,4334.0,2631,378
34,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1682,21568,Apache License 2.0,425,2867,38,false,227,425,3013,2023-07-19 22:58:24,,4337.0,2632,381
35,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1683,21573,Apache License 2.0,425,2871,39,false,227,425,3015,2023-07-21 02:39:30,,4341.0,2633,382
36,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1685,21577,Apache License 2.0,425,2876,38,false,227,425,3016,2023-07-22 03:28:27,,4351.0,2638,378
37,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1685,21579,Apache License 2.0,425,2876,40,false,227,425,3016,2023-07-23 03:26:30,,4351.0,2639,377
38,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1685,21586,Apache License 2.0,425,2876,40,false,227,425,3016,2023-07-24 05:41:05,,4351.0,2641,375
39,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1685,21596,Apache License 2.0,425,2880,38,false,229,425,3018,2023-07-25 05:34:28,,4355.0,2645,373
40,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1686,21604,Apache License 2.0,425,2883,40,false,229,425,3020,2023-07-26 06:04:30,,4358.0,2650,370
41,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1686,21614,Apache License 2.0,425,2885,38,false,229,425,3021,2023-07-27 07:33:18,,4360.0,2650,371
42,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1688,21624,Apache License 2.0,425,2889,36,false,229,425,3026,2023-07-28 09:00:46,,4364.0,2654,372
43,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1688,21630,Apache License 2.0,425,2889,37,false,229,425,3029,2023-07-29 08:51:04,,4364.0,2656,373
44,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1688,21645,Apache License 2.0,425,2889,37,false,229,425,3030,2023-07-30 08:56:11,,4364.0,2657,373
45,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1690,21652,Apache License 2.0,425,2889,37,false,229,425,3031,2023-07-31 08:36:27,,4364.0,2657,374
46,64744,dapr,https://github.com/dapr/dapr,2023-04-26 13:46:24,1690,21661,Apache License 2.0,425,2892,40,false,229,425,3032,2023-08-01 12:25:10,,4367.0,2659,373
